TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,"""+/-"""
TOR,TOR vs. GSW,04/02/2021,W,240,130,47,88,53.4,15,35,42.9,21,25,84,10,43,53,26,14,8,12,17,53
BOS,BOS vs. HOU,04/02/2021,W,240,118,46,88,52.3,17,41,41.5,9,12,75,11,39,50,35,9,7,15,22,16
HOU,HOU @ BOS,04/02/2021,L,240,102,37,86,43,12,36,33.3,16,26,61.5,10,30,40,26,6,1,14,11,-16
GSW,GSW @ TOR,04/02/2021,L,240,77,26,79,32.9,11,34,32.4,14,18,77.8,7,31,38,19,5,4,21,18,-53
POR,POR vs. MIL,04/02/2021,L,240,109,36,99,36.4,21,54,38.9,16,22,72.7,13,32,45,19,11,3,14,18,-18
MIL,MIL @ POR,04/02/2021,W,240,127,49,90,54.4,12,39,30.8,17,19,89.5,4,46,50,25,7,5,15,18,18
OKC,OKC @ PHX,04/02/2021,L,240,103,35,89,39.3,15,38,39.5,18,23,78.3,11,27,38,19,6,3,16,17,-37
PHX,PHX vs. OKC,04/02/2021,W,240,140,54,90,60,15,33,45.5,17,21,81,6,35,41,36,12,8,10,20,37
CHA,CHA @ IND,04/02/2021,W,240,114,43,95,45.3,8,31,25.8,20,29,69,11,33,44,27,16,3,10,16,17
IND,IND vs. CHA,04/02/2021,L,240,97,38,82,46.3,10,33,30.3,11,19,57.9,9,39,48,29,7,6,20,21,-17
WAS,WAS @ DET,04/01/2021,L,240,91,40,85,47.1,5,19,26.3,6,19,31.6,4,36,40,25,6,6,15,21,-29
DET,DET vs. WAS,04/01/2021,W,240,120,45,94,47.9,12,29,41.4,18,22,81.8,10,38,48,31,8,5,13,18,29
BKN,BKN vs. CHA,04/01/2021,W,240,111,44,91,48.4,20,45,44.4,3,4,75,13,43,56,34,8,5,15,18,22
CHA,CHA @ BKN,04/01/2021,L,240,89,30,86,34.9,13,38,34.2,16,19,84.2,11,32,43,22,11,5,12,9,-22
PHI,PHI @ CLE,04/01/2021,W,240,114,40,93,43,15,37,40.5,19,25,76,12,43,55,27,11,8,10,19,20
CLE,CLE vs. PHI,04/01/2021,L,240,94,34,80,42.5,10,35,28.6,16,21,76.2,4,36,40,26,5,3,18,24,-20
MIA,MIA vs. GSW,04/01/2021,W,240,116,39,82,47.6,13,39,33.3,25,30,83.3,5,32,37,30,10,6,12,22,7
GSW,GSW @ MIA,04/01/2021,L,240,109,36,82,43.9,15,37,40.5,22,25,88,12,34,46,23,7,3,20,26,-7
LAC,LAC vs. DEN,04/01/2021,L,240,94,35,85,41.2,10,34,29.4,14,16,87.5,13,32,45,17,6,5,12,19,-7
DEN,DEN @ LAC,04/01/2021,W,240,101,39,81,48.1,13,25,52,10,14,71.4,7,31,38,28,6,5,13,16,7
ORL,ORL @ NOP,04/01/2021,W,265,115,45,106,42.5,5,25,20,20,23,87,12,36,48,20,17,5,11,20,5
SAS,SAS vs. ATL,04/01/2021,L,290,129,49,110,44.5,13,40,32.5,18,24,75,11,35,46,25,8,6,6,22,-5
ATL,ATL @ SAS,04/01/2021,W,290,134,50,100,50,13,24,54.2,21,26,80.8,10,47,57,28,3,9,12,22,5
NOP,NOP vs. ORL,04/01/2021,L,265,110,41,93,44.1,12,29,41.4,16,19,84.2,12,43,55,26,7,7,25,23,-5
BKN,BKN vs. HOU,03/31/2021,W,240,120,44,90,48.9,13,36,36.1,19,19,100,12,33,45,25,6,3,12,21,12
HOU,HOU @ BKN,03/31/2021,L,240,108,39,78,50,13,40,32.5,17,24,70.8,6,25,31,22,5,8,13,21,-12
PHX,PHX vs. CHI,03/31/2021,W,240,121,46,81,56.8,11,25,44,18,24,75,4,28,32,29,6,7,10,21,5
CHI,CHI @ PHX,03/31/2021,L,240,116,43,99,43.4,11,33,33.3,19,21,90.5,18,32,50,27,6,4,10,20,-5
LAL,LAL vs. MIL,03/31/2021,L,240,97,35,87,40.2,10,36,27.8,17,22,77.3,11,29,40,22,9,5,22,22,-15
MIL,MIL @ LAL,03/31/2021,W,240,112,42,79,53.2,14,26,53.8,14,18,77.8,7,35,42,23,13,8,22,17,15
MIA,MIA @ IND,03/31/2021,W,240,92,32,78,41,10,32,31.3,18,28,64.3,8,34,42,22,5,4,12,14,5
POR,POR @ DET,03/31/2021,W,240,124,42,82,51.2,16,30,53.3,24,26,92.3,6,37,43,27,11,7,13,20,23
DET,DET vs. POR,03/31/2021,L,240,101,40,86,46.5,9,27,33.3,12,17,70.6,5,31,36,29,7,7,17,26,-23
IND,IND vs. MIA,03/31/2021,L,240,87,34,85,40,11,37,29.7,8,12,66.7,11,37,48,23,7,4,15,23,-5
UTA,UTA @ MEM,03/31/2021,W,240,111,38,89,42.7,16,49,32.7,19,25,76,11,35,46,20,10,5,15,21,4
MEM,MEM vs. UTA,03/31/2021,L,240,107,42,90,46.7,5,18,27.8,18,23,78.3,11,35,46,23,10,4,11,20,-4
BOS,BOS vs. DAL,03/31/2021,L,240,108,39,94,41.5,11,47,23.4,19,23,82.6,8,28,36,20,11,2,9,19,-5
NYK,NYK @ MIN,03/31/2021,L,240,101,39,82,47.6,11,23,47.8,12,17,70.6,7,34,41,20,7,6,17,18,-1
MIN,MIN vs. NYK,03/31/2021,W,240,102,36,87,41.4,14,40,35,16,19,84.2,9,31,40,25,9,8,13,14,1
DAL,DAL @ BOS,03/31/2021,W,240,113,38,77,49.4,19,39,48.7,18,25,72,4,39,43,20,6,4,20,18,5
OKC,OKC vs. TOR,03/31/2021,W,240,113,39,86,45.3,14,33,42.4,21,28,75,19,45,64,19,2,6,20,16,10
TOR,TOR @ OKC,03/31/2021,L,240,103,35,90,38.9,16,46,34.8,17,20,85,7,28,35,21,13,7,7,25,-10
SAS,SAS vs. SAC,03/31/2021,W,240,120,43,92,46.7,10,26,38.5,24,34,70.6,14,40,54,24,9,2,11,17,14
SAC,SAC @ SAS,03/31/2021,L,240,106,39,92,42.4,11,35,31.4,17,19,89.5,11,32,43,22,7,5,12,20,-14
PHX,PHX vs. ATL,03/30/2021,W,240,117,45,88,51.1,12,32,37.5,15,18,83.3,11,38,49,27,6,1,14,14,7
ATL,ATL @ PHX,03/30/2021,L,240,110,41,85,48.2,13,32,40.6,15,21,71.4,6,30,36,30,9,1,7,17,-7
LAC,LAC vs. ORL,03/30/2021,L,240,96,37,89,41.6,12,37,32.4,10,10,100,12,36,48,25,3,4,17,21,-7
ORL,ORL @ LAC,03/30/2021,W,240,103,38,92,41.3,5,17,29.4,22,25,88,15,35,50,23,10,6,9,13,7
CHA,CHA @ WAS,03/30/2021,W,240,114,42,90,46.7,14,34,41.2,16,19,84.2,9,41,50,24,6,6,14,17,10
WAS,WAS vs. CHA,03/30/2021,L,240,104,41,100,41,10,37,27,12,15,80,15,36,51,22,5,1,13,19,-10
DEN,DEN vs. PHI,03/30/2021,W,240,104,39,81,48.1,12,31,38.7,14,17,82.4,9,42,51,26,9,6,20,16,9
PHI,PHI @ DEN,03/30/2021,L,240,95,35,82,42.7,11,35,31.4,14,15,93.3,5,29,34,18,14,6,12,18,-9
TOR,TOR @ DET,03/29/2021,L,240,104,35,86,40.7,11,36,30.6,23,28,82.1,11,28,39,21,5,6,13,25,-14
LAC,LAC vs. MIL,03/29/2021,W,240,129,51,95,53.7,19,34,55.9,8,10,80,13,33,46,25,5,2,14,15,24
GSW,GSW vs. CHI,03/29/2021,W,240,116,46,92,50,16,38,42.1,8,9,88.9,10,29,39,28,9,8,15,14,14
CHI,CHI @ GSW,03/29/2021,L,240,102,44,84,52.4,6,24,25,8,11,72.7,8,31,39,33,8,5,20,18,-14
MEM,MEM @ HOU,03/29/2021,W,240,120,46,85,54.1,11,31,35.5,17,24,70.8,7,40,47,31,8,4,16,18,10
HOU,HOU vs. MEM,03/29/2021,L,240,110,40,94,42.6,11,42,26.2,19,22,86.4,10,32,42,28,9,5,12,18,-10
MIL,MIL @ LAC,03/29/2021,L,240,105,38,81,46.9,11,30,36.7,18,21,85.7,5,27,32,18,8,4,12,14,-24
MIA,MIA @ NYK,03/29/2021,W,240,98,37,86,43,10,34,29.4,14,17,82.4,12,35,47,22,7,5,12,18,10
NYK,NYK vs. MIA,03/29/2021,L,240,88,33,80,41.3,10,36,27.8,12,20,60,6,35,41,15,4,6,14,19,-10
BKN,BKN vs. MIN,03/29/2021,W,240,112,40,85,47.1,10,30,33.3,22,25,88,7,43,50,31,10,7,16,18,5
MIN,MIN @ BKN,03/29/2021,L,240,107,40,103,38.8,14,44,31.8,13,17,76.5,17,34,51,23,10,10,15,25,-5
WAS,WAS vs. IND,03/29/2021,W,240,132,55,99,55.6,10,19,52.6,12,18,66.7,12,43,55,30,5,8,19,24,8
IND,IND @ WAS,03/29/2021,L,240,124,44,93,47.3,12,30,40,24,33,72.7,7,30,37,32,11,6,14,18,-8
BOS,BOS vs. NOP,03/29/2021,L,240,109,40,93,43,14,43,32.6,15,19,78.9,12,34,46,21,5,9,14,25,-6
NOP,NOP @ BOS,03/29/2021,W,240,115,41,82,50,16,31,51.6,17,30,56.7,8,39,47,30,8,2,15,21,6
UTA,UTA vs. CLE,03/29/2021,W,240,114,38,82,46.3,19,41,46.3,19,23,82.6,9,46,55,29,6,5,12,14,39
SAC,SAC @ SAS,03/29/2021,W,240,132,47,84,56,18,36,50,20,25,80,4,33,37,29,9,6,7,15,17
SAS,SAS vs. SAC,03/29/2021,L,240,115,47,93,50.5,10,27,37,11,14,78.6,12,29,41,24,5,4,11,18,-17
CLE,CLE @ UTA,03/29/2021,L,240,75,29,83,34.9,7,34,20.6,10,16,62.5,6,34,40,17,5,5,10,18,-39
OKC,OKC vs. DAL,03/29/2021,L,240,106,38,81,46.9,9,26,34.6,21,33,63.6,10,37,47,17,8,4,16,14,-21
DAL,DAL @ OKC,03/29/2021,W,240,127,51,96,53.1,16,44,36.4,9,13,69.2,8,35,43,30,11,3,9,21,21
DET,DET vs. TOR,03/29/2021,W,240,118,38,75,50.7,15,30,50,27,34,79.4,9,34,43,26,6,6,19,24,14
CHA,CHA vs. PHX,03/28/2021,L,265,97,34,85,40,13,43,30.2,16,23,69.6,16,36,52,16,8,3,21,23,-4
PHX,PHX @ CHA,03/28/2021,W,265,101,34,96,35.4,8,40,20,25,29,86.2,21,29,50,17,15,2,14,17,4
ORL,ORL @ LAL,03/28/2021,L,240,93,34,88,38.6,11,33,33.3,14,17,82.4,10,41,51,19,5,4,11,18,-3
LAL,LAL vs. ORL,03/28/2021,W,240,96,34,82,41.5,11,40,27.5,17,23,73.9,8,44,52,25,9,5,12,17,3
POR,POR @ TOR,03/28/2021,W,240,122,46,97,47.4,10,34,29.4,20,24,83.3,13,34,47,24,7,11,8,25,5
ATL,ATL @ DEN,03/28/2021,L,240,102,36,76,47.4,12,34,35.3,18,21,85.7,2,29,31,18,7,3,12,16,-24
TOR,TOR vs. POR,03/28/2021,L,240,117,39,87,44.8,14,42,33.3,25,33,75.8,12,33,45,17,3,6,13,20,-5
DEN,DEN vs. ATL,03/28/2021,W,240,126,50,92,54.3,15,36,41.7,11,16,68.8,15,34,49,32,7,3,10,15,24
NOP,NOP vs. DAL,03/27/2021,W,240,112,42,81,51.9,9,26,34.6,19,29,65.5,8,34,42,20,2,5,7,18,9
OKC,OKC vs. BOS,03/27/2021,L,240,94,34,83,41,11,38,28.9,15,24,62.5,10,40,50,16,7,4,18,12,-17
BOS,BOS @ OKC,03/27/2021,W,240,111,44,96,45.8,12,38,31.6,11,14,78.6,10,42,52,22,10,4,12,19,17
SAS,SAS vs. CHI,03/27/2021,W,240,120,46,85,54.1,10,25,40,18,28,64.3,4,37,41,29,9,7,11,15,16
WAS,WAS vs. DET,03/27/2021,W,240,106,44,91,48.4,9,21,42.9,9,9,100,7,41,48,24,7,5,18,22,14
CLE,CLE @ SAC,03/27/2021,L,240,98,37,84,44,9,26,34.6,15,23,65.2,7,29,36,20,11,2,10,13,-2
SAC,SAC vs. CLE,03/27/2021,W,240,100,41,80,51.3,7,30,23.3,11,14,78.6,7,37,44,16,4,9,18,20,2
CHI,CHI @ SAS,03/27/2021,L,240,104,41,95,43.2,8,34,23.5,14,18,77.8,11,37,48,28,6,3,14,25,-16
DET,DET @ WAS,03/27/2021,L,240,92,33,85,38.8,10,29,34.5,16,19,84.2,7,36,43,19,9,5,19,18,-14
DAL,DAL @ NOP,03/27/2021,L,240,103,37,83,44.6,10,31,32.3,19,24,79.2,10,28,38,19,2,4,7,20,-9
HOU,HOU @ MIN,03/27/2021,W,240,129,50,92,54.3,18,39,46.2,11,13,84.6,10,31,41,29,7,7,12,24,22
MIN,MIN vs. HOU,03/27/2021,L,240,107,36,85,42.4,13,40,32.5,22,28,78.6,10,30,40,26,8,6,13,15,-22
MEM,MEM @ UTA,03/27/2021,L,240,110,39,97,40.2,9,33,27.3,23,30,76.7,16,31,47,24,16,2,15,14,-16
UTA,UTA vs. MEM,03/27/2021,W,240,126,46,92,50,19,45,42.2,15,20,75,13,39,52,22,8,8,22,22,16
LAC,LAC vs. PHI,03/27/2021,W,240,122,45,85,52.9,11,26,42.3,21,27,77.8,9,29,38,26,9,3,12,25,10
PHI,PHI @ LAC,03/27/2021,L,240,112,39,77,50.6,10,26,38.5,24,33,72.7,8,30,38,17,5,2,16,27,-10
MIL,MIL vs. NYK,03/27/2021,L,240,96,36,87,41.4,14,36,38.9,10,16,62.5,15,33,48,21,11,7,16,11,-6
NYK,NYK @ MIL,03/27/2021,W,240,102,40,93,43,16,44,36.4,6,8,75,12,32,44,28,9,11,16,19,6
BKN,BKN @ DET,03/26/2021,W,240,113,37,84,44,13,33,39.4,26,34,76.5,16,33,49,19,3,4,10,27,2
DET,DET vs. BKN,03/26/2021,L,240,111,33,73,45.2,11,31,35.5,34,47,72.3,7,29,36,19,6,4,11,30,-2
MEM,MEM @ UTA,03/26/2021,L,240,114,44,97,45.4,12,30,40,14,18,77.8,12,36,48,27,3,2,7,14,-3
ORL,ORL vs. POR,03/26/2021,L,240,105,42,95,44.2,12,27,44.4,9,17,52.9,11,29,40,29,7,5,12,18,-7
HOU,HOU @ MIN,03/26/2021,L,240,101,37,87,42.5,17,44,38.6,10,13,76.9,7,40,47,26,5,9,21,20,-6
DAL,DAL vs. IND,03/26/2021,L,240,94,39,95,41.1,8,35,22.9,8,14,57.1,15,36,51,17,4,4,16,18,-15
IND,IND @ DAL,03/26/2021,W,240,109,38,87,43.7,20,47,42.6,13,18,72.2,13,36,49,26,9,10,12,17,15
DEN,DEN @ NOP,03/26/2021,W,240,113,47,93,50.5,14,28,50,5,7,71.4,11,25,36,28,7,7,8,16,5
NOP,NOP vs. DEN,03/26/2021,L,240,108,39,78,50,12,29,41.4,18,20,90,6,31,37,30,7,7,15,11,-5
GSW,GSW vs. ATL,03/26/2021,L,240,108,39,79,49.4,12,28,42.9,18,26,69.2,5,28,33,29,7,4,13,22,-16
POR,POR @ ORL,03/26/2021,W,240,112,40,85,47.1,18,40,45,14,21,66.7,10,36,46,21,7,9,16,18,7
MIA,MIA @ CHA,03/26/2021,L,240,105,40,87,46,15,43,34.9,10,20,50,9,30,39,28,9,3,10,17,-5
ATL,ATL @ GSW,03/26/2021,W,240,124,46,84,54.8,13,33,39.4,19,24,79.2,8,37,45,31,6,5,10,23,16
PHX,PHX @ TOR,03/26/2021,W,240,104,43,90,47.8,9,36,25,9,9,100,9,38,47,26,4,3,13,16,4
CHA,CHA vs. MIA,03/26/2021,W,240,110,39,79,49.4,18,43,41.9,14,19,73.7,6,36,42,30,6,7,16,16,5
CLE,CLE @ LAL,03/26/2021,L,240,86,31,80,38.8,5,26,19.2,19,28,67.9,10,27,37,24,11,4,21,19,-14
LAL,LAL vs. CLE,03/26/2021,W,240,100,38,78,48.7,6,26,23.1,18,25,72,9,36,45,23,15,3,23,23,14
TOR,TOR vs. PHX,03/26/2021,L,240,100,37,90,41.1,12,45,26.7,14,16,87.5,7,31,38,20,5,4,12,17,-4
MIL,MIL vs. BOS,03/26/2021,L,240,114,44,99,44.4,19,47,40.4,7,11,63.6,16,33,49,24,7,3,16,16,-8
BOS,BOS @ MIL,03/26/2021,W,240,122,43,88,48.9,22,47,46.8,14,16,87.5,8,36,44,27,10,8,15,16,8
UTA,UTA vs. MEM,03/26/2021,W,240,117,45,98,45.9,12,33,36.4,15,18,83.3,14,37,51,25,5,4,7,15,3
MIN,MIN vs. HOU,03/26/2021,W,240,107,39,103,37.9,10,38,26.3,19,24,79.2,14,36,50,30,12,3,9,13,6
NYK,NYK vs. WAS,03/25/2021,W,240,106,34,93,36.6,7,28,25,31,42,73.8,18,37,55,14,12,4,15,28,4
WAS,WAS @ NYK,03/25/2021,L,240,102,37,80,46.3,8,26,30.8,20,33,60.6,8,38,46,26,8,9,17,32,-4
SAS,SAS vs. LAC,03/25/2021,L,240,85,33,82,40.2,8,23,34.8,11,13,84.6,2,37,39,16,4,6,7,14,-13
LAC,LAC @ SAS,03/25/2021,W,240,98,34,89,38.2,13,34,38.2,17,18,94.4,14,43,57,16,6,5,10,13,13
GSW,GSW @ SAC,03/25/2021,L,240,119,45,88,51.1,17,32,53.1,12,12,100,7,31,38,24,4,0,12,19,-22
SAC,SAC vs. GSW,03/25/2021,W,240,141,53,89,59.6,19,38,50,16,19,84.2,5,33,38,28,6,4,6,13,22
PHI,PHI @ LAL,03/25/2021,W,240,109,39,80,48.8,17,45,37.8,14,21,66.7,7,32,39,24,13,9,21,26,8
LAL,LAL vs. PHI,03/25/2021,L,240,101,34,78,43.6,9,26,34.6,24,33,72.7,7,35,42,22,10,0,22,19,-8
MIA,MIA vs. POR,03/25/2021,L,240,122,47,84,56,16,34,47.1,12,13,92.3,5,34,39,34,3,7,11,18,-3
POR,POR @ MIA,03/25/2021,W,240,125,44,92,47.8,20,46,43.5,17,19,89.5,10,30,40,24,3,7,11,14,3
IND,IND vs. DET,03/24/2021,W,240,116,45,97,46.4,15,34,44.1,11,14,78.6,11,26,37,25,7,8,10,20,5
DET,DET @ IND,03/24/2021,L,240,111,44,83,53,11,28,39.3,12,19,63.2,5,36,41,29,8,9,15,18,-5
MIN,MIN vs. DAL,03/24/2021,L,240,108,38,86,44.2,12,38,31.6,20,26,76.9,6,31,37,24,6,2,12,25,-20
DAL,DAL @ MIN,03/24/2021,W,240,128,48,99,48.5,16,44,36.4,16,22,72.7,14,39,53,27,5,6,10,22,20
HOU,HOU vs. CHA,03/24/2021,L,240,97,33,86,38.4,16,49,32.7,15,22,68.2,10,29,39,24,6,2,7,19,-25
CLE,CLE @ CHI,03/24/2021,W,240,103,42,92,45.7,11,29,37.9,8,10,80,12,34,46,28,8,7,11,16,9
CHI,CHI vs. CLE,03/24/2021,L,240,94,37,83,44.6,8,28,28.6,12,14,85.7,10,35,45,21,6,4,15,12,-9
CHA,CHA @ HOU,03/24/2021,W,240,122,41,80,51.3,18,38,47.4,22,29,75.9,10,40,50,27,4,3,14,20,25
OKC,OKC vs. MEM,03/24/2021,L,240,107,43,95,45.3,10,35,28.6,11,17,64.7,9,35,44,26,13,8,15,10,-9
MEM,MEM @ OKC,03/24/2021,W,240,116,47,99,47.5,11,30,36.7,11,13,84.6,14,42,56,19,12,10,18,10,9
TOR,TOR vs. DEN,03/24/2021,W,240,135,45,89,50.6,24,48,50,21,23,91.3,9,36,45,31,3,6,10,21,24
DEN,DEN @ TOR,03/24/2021,L,240,111,41,98,41.8,14,43,32.6,15,18,83.3,17,29,46,25,5,2,12,19,-24
UTA,UTA vs. BKN,03/24/2021,W,240,118,41,91,45.1,23,55,41.8,13,14,92.9,11,45,56,24,6,6,13,15,30
BKN,BKN @ UTA,03/24/2021,L,240,88,35,97,36.1,7,35,20,11,15,73.3,13,35,48,19,9,1,9,10,-30
ATL,ATL @ SAC,03/24/2021,L,240,108,41,85,48.2,7,25,28,19,23,82.6,11,31,42,17,5,3,13,20,-2
SAC,SAC vs. ATL,03/24/2021,W,240,110,40,84,47.6,10,30,33.3,20,22,90.9,12,30,42,21,5,6,16,16,2
PHX,PHX @ ORL,03/24/2021,L,240,111,40,90,44.4,11,33,33.3,20,22,90.9,10,37,47,22,9,3,9,15,-1
ORL,ORL vs. PHX,03/24/2021,W,240,112,42,90,46.7,13,37,35.1,15,19,78.9,9,40,49,18,3,5,11,18,1
LAC,LAC @ SAS,03/24/2021,W,240,134,49,88,55.7,17,33,51.5,19,30,63.3,5,39,44,23,10,3,8,20,33
BOS,BOS @ MIL,03/24/2021,L,240,119,45,94,47.9,19,47,40.4,10,10,100,9,29,38,24,9,6,13,15,-2
MIL,MIL vs. BOS,03/24/2021,W,240,121,45,90,50,17,37,45.9,14,20,70,13,33,46,19,8,5,16,14,2
SAS,SAS vs. LAC,03/24/2021,L,240,101,39,85,45.9,7,22,31.8,16,19,84.2,6,34,40,22,6,6,16,24,-33
BKN,BKN @ POR,03/23/2021,W,240,116,43,87,49.4,9,30,30,21,27,77.8,10,37,47,25,5,2,11,17,4
POR,POR vs. BKN,03/23/2021,L,240,112,36,90,40,19,55,34.5,21,23,91.3,13,31,44,25,4,5,8,20,-4
DEN,DEN @ ORL,03/23/2021,W,240,110,45,91,49.5,8,30,26.7,12,13,92.3,13,39,52,25,12,7,12,13,11
WAS,WAS @ NYK,03/23/2021,L,240,113,38,79,48.1,9,23,39.1,28,35,80,7,31,38,25,5,5,17,23,-18
NYK,NYK vs. WAS,03/23/2021,W,240,131,47,92,51.1,16,30,53.3,21,24,87.5,12,30,42,23,6,8,10,28,18
PHX,PHX @ MIA,03/23/2021,W,240,110,45,91,49.5,12,37,32.4,8,9,88.9,8,31,39,29,5,6,7,18,10
MIA,MIA vs. PHX,03/23/2021,L,240,100,36,86,41.9,13,36,36.1,15,17,88.2,17,33,50,23,3,4,14,13,-10
ORL,ORL vs. DEN,03/23/2021,L,240,99,39,88,44.3,11,34,32.4,10,14,71.4,9,28,37,27,8,4,13,12,-11
PHI,PHI @ GSW,03/23/2021,W,240,108,39,86,45.3,7,24,29.2,23,35,65.7,13,38,51,15,5,4,14,24,10
GSW,GSW vs. PHI,03/23/2021,L,240,98,36,83,43.4,8,25,32,18,26,69.2,6,32,38,22,5,7,13,23,-10
NOP,NOP vs. LAL,03/23/2021,W,240,128,47,90,52.2,10,29,34.5,24,26,92.3,11,42,53,28,9,3,14,24,17
LAL,LAL @ NOP,03/23/2021,L,240,111,36,85,42.4,18,37,48.6,21,30,70,6,28,34,25,10,4,13,17,-17
HOU,HOU vs. TOR,03/22/2021,W,240,117,41,90,45.6,14,36,38.9,21,26,80.8,10,37,47,28,7,7,12,21,18
TOR,TOR @ HOU,03/22/2021,L,240,99,37,87,42.5,10,40,25,15,19,78.9,8,36,44,19,6,5,15,24,-18
MEM,MEM vs. BOS,03/22/2021,W,265,132,55,110,50,12,35,34.3,10,15,66.7,17,37,54,38,8,6,10,20,6
BOS,BOS @ MEM,03/22/2021,L,265,126,47,90,52.2,17,35,48.6,15,24,62.5,5,38,43,31,3,6,13,18,-6
MIN,MIN vs. OKC,03/22/2021,L,240,103,38,92,41.3,14,39,35.9,13,18,72.2,11,31,42,24,11,4,12,17,-9
LAC,LAC vs. ATL,03/22/2021,W,240,119,42,85,49.4,17,38,44.7,18,20,90,8,36,44,26,4,7,8,16,9
SAC,SAC @ CLE,03/22/2021,W,240,119,49,90,54.4,13,30,43.3,8,12,66.7,10,39,49,26,6,7,17,17,14
CLE,CLE vs. SAC,03/22/2021,L,240,105,41,96,42.7,4,17,23.5,19,23,82.6,10,29,39,22,13,4,10,11,-14
ATL,ATL @ LAC,03/22/2021,L,240,110,43,95,45.3,12,34,35.3,12,16,75,15,33,48,21,3,3,7,18,-9
UTA,UTA @ CHI,03/22/2021,W,240,120,45,92,48.9,17,39,43.6,13,15,86.7,10,36,46,25,9,10,9,16,25
CHI,CHI vs. UTA,03/22/2021,L,240,95,39,96,40.6,6,26,23.1,11,12,91.7,14,35,49,21,5,3,14,14,-25
OKC,OKC @ MIN,03/22/2021,W,240,112,41,87,47.1,21,37,56.8,9,10,90,9,38,47,27,8,10,17,14,9
IND,IND @ MIL,03/22/2021,L,240,113,45,111,40.5,12,50,24,11,12,91.7,11,29,40,27,8,3,6,16,-27
MIL,MIL vs. IND,03/22/2021,W,240,140,53,94,56.4,24,39,61.5,10,15,66.7,8,47,55,35,3,5,16,16,27
SAS,SAS vs. CHA,03/22/2021,L,240,97,36,78,46.2,11,32,34.4,14,17,82.4,5,33,38,17,5,9,14,22,-3
CHA,CHA @ SAS,03/22/2021,W,240,100,34,81,42,12,32,37.5,20,23,87,7,33,40,27,5,7,15,14,3
NOP,NOP @ DEN,03/21/2021,W,240,113,41,85,48.2,8,28,28.6,23,30,76.7,14,31,45,26,8,7,16,12,5
DEN,DEN vs. NOP,03/21/2021,L,240,108,44,88,50,12,34,35.3,8,10,80,10,27,37,30,9,5,15,28,-5
POR,POR vs. DAL,03/21/2021,L,240,92,34,89,38.2,9,41,22,15,19,78.9,9,24,33,17,7,3,7,17,-40
DAL,DAL @ POR,03/21/2021,W,240,132,48,86,55.8,19,37,51.4,17,20,85,8,44,52,23,4,3,11,17,40
WAS,WAS @ BKN,03/21/2021,L,240,106,42,79,53.2,7,21,33.3,15,19,78.9,10,33,43,24,5,4,19,22,-7
BKN,BKN vs. WAS,03/21/2021,W,240,113,44,90,48.9,9,29,31,16,22,72.7,10,25,35,24,11,8,7,18,7
CHI,CHI @ DET,03/21/2021,W,240,100,37,80,46.3,14,28,50,12,14,85.7,9,43,52,26,8,8,21,22,14
DET,DET vs. CHI,03/21/2021,L,240,86,32,82,39,4,25,16,18,25,72,8,29,37,20,11,5,15,16,-14
PHI,PHI @ NYK,03/21/2021,W,265,101,38,82,46.3,11,25,44,14,23,60.9,8,36,44,19,12,9,20,18,1
NYK,NYK vs. PHI,03/21/2021,L,265,100,38,88,43.2,11,24,45.8,13,23,56.5,13,31,44,16,13,2,17,19,-1
MIA,MIA vs. IND,03/21/2021,L,265,106,39,97,40.2,9,37,24.3,19,23,82.6,13,38,51,27,7,7,16,19,-3
BOS,BOS vs. ORL,03/21/2021,W,240,112,40,88,45.5,23,55,41.8,9,9,100,7,38,45,27,6,3,10,21,16
OKC,OKC @ HOU,03/21/2021,W,240,114,42,91,46.2,13,39,33.3,17,25,68,19,33,52,22,8,2,18,21,2
HOU,HOU vs. OKC,03/21/2021,L,240,112,39,79,49.4,14,38,36.8,20,27,74.1,8,30,38,22,7,4,16,20,-2
CLE,CLE vs. TOR,03/21/2021,W,240,116,39,77,50.6,17,33,51.5,21,28,75,7,47,54,29,8,4,27,19,11
TOR,TOR @ CLE,03/21/2021,L,240,105,37,95,38.9,15,46,32.6,16,19,84.2,9,28,37,19,13,3,14,26,-11
ORL,ORL @ BOS,03/21/2021,L,240,96,32,84,38.1,11,34,32.4,21,30,70,9,35,44,20,6,4,6,13,-16
PHX,PHX vs. LAL,03/21/2021,W,240,111,42,87,48.3,9,32,28.1,18,23,78.3,9,42,51,30,7,6,11,24,17
LAL,LAL @ PHX,03/21/2021,L,240,94,35,85,41.2,5,25,20,19,28,67.9,7,34,41,20,3,2,11,18,-17
IND,IND @ MIA,03/21/2021,W,265,109,38,98,38.8,15,45,33.3,18,20,90,13,37,50,27,8,10,15,22,3
PHI,PHI vs. SAC,03/20/2021,W,240,129,48,86,55.8,11,23,47.8,22,29,75.9,9,43,52,24,7,3,11,22,24
ATL,ATL @ LAL,03/20/2021,W,240,99,39,98,39.8,13,37,35.1,8,9,88.9,16,33,49,26,13,7,8,21,5
LAL,LAL vs. ATL,03/20/2021,L,240,94,34,81,42,8,26,30.8,18,24,75,13,39,52,18,6,3,16,16,-5
